Time,PosX,PosY,PosZ,VelX,VelY,VelZ,AccelX,AccelY,AccelZ,AngVelX,AngVelY,AngVelZ,Pitch,Roll,PitchVel,RollVel,PilotID
0,542.35,77.39608,-1015.7,0,-0.1962,0,0,0,0,0,0,0,0,Pilot 2
0.02,542.35,77.38823,-1015.7,0,-0.3924,0,0,-9.822111,0,0,0,0,0,Pilot 2
0.1053561,542.35,77.3176,-1015.7,0,-1.1772,0,0,-9.775222,0,0,0,0,0,Pilot 2
0.113626,542.35,77.3176,-1015.7,0,-1.1772,0,0,-9.735219,0,0,0,0,0,Pilot 2
0.1167921,542.35,77.3176,-1015.7,0,-1.1772,0,0,-9.814771,0,0,0,0,0,Pilot 2
0.1201964,542.35,77.29973,-1015.7,-7.152557E-09,-0.8934,1.001358E-07,0,-9.778396,0,0,0,0,0,Pilot 2
0.1426095,542.35,77.28754,-1015.7,-2.145767E-08,-0.6095999,1.430511E-07,0,14.20492,0,0,0,0,0,Pilot 2
0.1475495,542.35,77.28754,-1015.7,-2.145767E-08,-0.6095999,1.430511E-07,0,14.15165,0,0,0,0,0,Pilot 2
0.1710448,542.35,77.28102,-1015.7,-4.291534E-08,-0.3257999,1.823902E-07,0,14.23283,0,0,0,0,0,Pilot 2
0.1870349,542.35,77.28018,-1015.7,-6.750226E-08,-0.04199995,2.167141E-07,0,14.19049,0,0,0,0,0,Pilot 2
0.2011474,542.35,77.28502,-1015.7,-8.180737E-08,0.2418,3.257906E-07,0,14.15727,0,0,0,0,0,Pilot 2
0.2239244,542.35,77.29553,-1015.7,-8.895993E-08,0.5256001,3.615534E-07,0,14.17576,0,0,0,0,0,Pilot 2
0.2395195,542.35,77.29553,-1015.7,-8.895993E-08,0.5256001,3.615534E-07,0,14.15518,0,0,0,0,0,Pilot 2
0.2534195,542.35,77.31172,-1015.7,-1.03265E-07,0.8094001,4.956638E-07,0,14.19815,0,0,0,0,0,Pilot 2
0.2668298,542.35,77.33359,-1015.7,-1.202524E-07,1.0932,5.485816E-07,0,14.16,0,0,0,0,0,Pilot 2
0.2705115,542.35,77.33359,-1015.7,-1.202524E-07,1.0932,5.485816E-07,0,14.20367,0,0,0,0,0,Pilot 2
0.2794043,542.35,77.33359,-1015.7,-1.202524E-07,1.0932,5.485816E-07,0,14.1508,0,0,0,0,0,Pilot 2
