roll,pitch,yaw,throttle,actuator_controls,gps,air_speed,battery
-4.87031121266179,-20.191678040677694,-85.78595385507386,67.2702994208898,-0.7111270316898448,8.296438053529284,22.46546555458237,52.322417679587886
27.669227332324933,2.6823933030728777,-91.08763233408007,79.66813971913723,-0.11586757376384993,7.039366670345154,9.306055222610052,95.90029253676897
12.706629732252827,22.40240743967187,146.25164898757322,25.046789879249896,-0.3317906958268735,9.456735370508046,46.15629958497865,20.41077012833049
6.831317442163601,14.893147255307337,-90.16336805417781,62.48740996069989,0.04366175061037869,4.0892723575667205,9.096634172544878,95.16380437027738
-21.55706219389179,17.856377365067498,-82.09809859369284,57.17459831437487,0.17130867085759838,6.619698394506342,34.16941298518502,76.00253632588841
-22.029529518154128,5.85428243510225,93.38337447046695,80.0,-0.983008842785581,4.648547808132707,23.593751546125898,67.37489226407469
-28.823708606374,10.671046103894371,-18.0936567178056,80.0,0.5220119658991107,6.305886973085435,23.252872561494907,68.07499797912067
18.466911132992674,22.53937602820679,99.61580050386522,20.0,0.4260285837234816,4.495989060077373,35.57983264577078,84.40548835566538
5.287053291473637,-15.614671626935056,-156.46818327682132,67.40199190587927,-0.2674272275869556,1.8863224642407483,8.019217968344542,19.62278779418392
12.800461647602994,-1.1272689864406658,-4.474370277581642,20.0,-0.8941281288623635,5.078974160033809,31.716760232814558,55.427889120898755
-28.95817768228163,-14.754680479011991,-167.89910393401826,54.88586650773559,0.5098650795701007,5.285842014374423,39.741430368755964,72.73820244346827
27.362657273824944,27.836134025280977,-157.44484675607237,28.76327290436782,0.9103503209562649,8.10603848260161,42.26957410489674,62.813840056620734
18.055066326631746,23.55795394471099,146.31748320398793,30.67765995221412,-0.5196968079559716,7.355207057935812,12.673867522719888,84.95011639209652
-16.043160975933496,-27.955653556940632,-129.87166639766573,35.29585034523566,-0.3529507725259242,6.637916239414441,45.38385725351782,16.504453811021634
-21.724765807467133,11.366162448443834,11.671445619078156,62.12924490496101,-0.6323742210363701,1.1338709555257254,34.5265741331349,72.16309355492493
-17.44367358110702,23.582406405433446,-32.00558306374563,33.40499656687692,0.15387224668967936,7.20616290663715,44.683466036930724,58.0624957346246
-13.749899460281185,-19.516236204157373,-54.95640254681663,73.26990505902803,-0.6903172107050901,5.003051563545148,26.837632269958924,44.12447775819491
-0.019484576771798157,5.059725127651336,143.94000444741806,40.45273855738697,-0.2876121130772411,8.940995361061592,29.391500529374092,40.624748401062774
-7.016869262704409,24.91072073214688,-172.14357716082378,20.0,0.3940260278685259,9.198709341305428,46.3567224662902,65.87493694967736
-13.529055881888759,-27.349279139479595,58.96428702321208,78.37598424841073,0.12023196601869679,0.5515659060178546,45.49592945096023,90.18958371798384
8.661798600298729,15.472031431841238,166.82199631687814,28.5758324592706,-0.22707487134412951,8.206415603544787,25.16723930160509,54.65583334910038
-20.59911218398958,-12.844817280762083,21.660546046263107,43.276687959926264,-0.1595007963849162,0.3769739042267062,17.348568423605677,84.22508476692282
-10.51447686383084,26.020468991881163,157.25608633191308,68.54438832219016,0.124221765246459,3.6716962569502263,22.692669555391888,46.19407436595708
-6.974004310510628,27.245067984723796,-161.18716345703143,33.2456157148712,-0.9882705442256774,5.422999756210791,22.449394783838738,19.21550165138589
-4.843140604038584,24.963269907032092,-29.23440513330189,20.0,-0.8429802630927803,1.4810079862712744,17.909009374225725,15.53551628127747
16.4489792349257,-2.7169623073877123,-86.34319525366158,37.39210470128136,0.7625161355260233,7.463138125690768,17.086082194983497,14.620093419130981
-19.579971328733343,20.765041916315433,83.0955473930627,80.0,-0.8442420218174185,0.08354704172138572,43.747832141587374,44.21351277619029
3.515216112894778,21.391915507198473,173.26695257900883,64.17343972985582,0.4136071924210103,1.6859904843403684,8.143786430809776,40.35139757522579
3.151296838869928,-6.155820032003148,-87.6491775200708,67.1479148667207,0.8400763282181052,5.807968298534757,35.492503194481735,74.61433212603126
-25.425579858021916,18.30284157648896,55.502856530666804,63.22821536376399,-0.4586327913965378,7.143875620372924,12.776902315540354,76.85393514263792
8.238598854303838,-28.61279252830137,-108.68485220649356,20.0,-0.2590171258809715,9.166431026939161,20.502765202732846,14.576857195036585
-16.109312175330334,5.649946682700687,23.518891645779576,41.833386410228016,0.13784281168943258,7.054966519346238,7.7694365360676585,29.901093660011348
-26.916277606142224,-15.407872065318323,-12.98430479219897,75.09397983633183,0.7634179392771694,6.7177927025486595,17.14881365849579,34.68356651430098
28.357776554360317,-22.238885229453704,169.92191866735334,20.0,0.8838111745208403,3.943411463506643,39.578948200275896,59.285078572852846
32.501225657551245,-22.814616314351216,39.069818170727956,27.785277608971228,0.4791264962225361,0.012844255268014138,44.82568960462664,23.006370151625525
17.268557533120273,6.92454241161797,-54.177706048745236,27.631910846585363,-0.8267604782906119,1.2015925873562194,14.968721835606518,22.054709746000032
-14.79325434466248,-14.381361914307377,-138.92551744034398,43.2018927594506,0.3383083110697016,5.345545447560392,25.859652766651482,94.94100002871622
-27.899693227432497,12.494249947705388,-125.55114165542355,80.0,-0.17939255625467587,6.751298858444197,26.164582157174287,82.37826165680029
12.479405648452076,-23.88401917697604,-98.88590521755536,20.0,-0.05859800101787682,4.174482838964625,44.31088875918804,26.258941188205327
-7.35715079174109,-14.213875793374573,-89.65200191749273,51.870099438059505,-0.9017032193096459,7.306790115283902,39.32595737941124,46.59110271149419
-23.42234401518912,-3.645787136867285,126.22178082280959,20.0,-0.6178757213072836,5.218622953321788,28.088474826562244,42.005979933180896
0.5852409807541308,18.58574870277623,22.040203781708982,80.0,0.5810272150672955,0.7417619559431221,35.183624021229804,81.19036666588666
-27.566337659427067,-10.387535376670376,8.420728094771931,20.0,-0.09208233390428044,1.9201625096794883,43.13097742592151,55.91916248303099
25.410113853095268,5.373065772621687,-138.68320612708172,40.36010023615913,-0.3966755167377023,8.399982232439429,5.429252931149523,21.50647632941203
-14.028621392397277,21.18758569272937,129.65028960579662,73.78849848346061,-0.23196185207008369,7.249127466244395,23.13005139725219,76.50928568406195
12.309068687865707,5.012303851668926,80.21314915505411,70.45544280274453,0.7087990266513604,8.94761987012495,45.82594252746854,45.7199180402427
-13.201968196112936,-15.801360879834094,-155.6393897159994,42.272863689393226,0.4979980348099138,1.1755724912093657,38.31408638797781,33.66318228689323
